id,contentment
120496,neutral or discontent
2229,content
81268,content
124508,neutral or discontent
67335,content
128390,neutral or discontent
10870,neutral or discontent
3714,neutral or discontent
71341,neutral or discontent
12702,content
40014,content
39132,content
67705,neutral or discontent
56358,neutral or discontent
127955,neutral or discontent
96548,content
25485,neutral or discontent
59656,neutral or discontent
53783,neutral or discontent
87694,neutral or discontent
6071,neutral or discontent
109152,content
17732,content
58820,neutral or discontent
20883,content
92487,neutral or discontent
49979,neutral or discontent
79922,neutral or discontent
129096,neutral or discontent
28065,neutral or discontent
106832,neutral or discontent
14774,content
11062,neutral or discontent
56334,content
108541,content
55971,neutral or discontent
73607,content
37255,neutral or discontent
121300,content
128586,neutral or discontent
119627,neutral or discontent
84558,content
38708,neutral or discontent
89670,neutral or discontent
48483,neutral or discontent
50705,neutral or discontent
60000,neutral or discontent
37109,content
51776,neutral or discontent
100843,neutral or discontent
84133,neutral or discontent
82240,neutral or discontent
37252,neutral or discontent
48440,content
81630,content
31437,neutral or discontent
113762,neutral or discontent
90247,neutral or discontent
17500,content
97127,neutral or discontent
60284,neutral or discontent
103404,neutral or discontent
60548,content
20442,content
83427,neutral or discontent
83897,neutral or discontent
89676,neutral or discontent
129365,content
75274,content
30418,neutral or discontent
17695,content
93317,content
78883,neutral or discontent
61502,content
71202,content
53579,neutral or discontent
27173,neutral or discontent
117933,content
27549,neutral or discontent
93552,content
5859,neutral or discontent
83497,content
91934,neutral or discontent
31894,neutral or discontent
4745,neutral or discontent
96344,neutral or discontent
118568,neutral or discontent
1047,neutral or discontent
88528,neutral or discontent
64317,neutral or discontent
104260,content
69379,neutral or discontent
6980,content
43299,content
13418,content
94829,content
36241,content
42745,neutral or discontent
14655,neutral or discontent
123726,content
76572,content
86122,content
36387,neutral or discontent
95167,neutral or discontent
103339,neutral or discontent
26265,neutral or discontent
43059,neutral or discontent
71977,neutral or discontent
12911,neutral or discontent
62564,content
83367,neutral or discontent
2220,content
129419,content
8440,content
26449,content
89854,content
73575,content
69225,content
128839,neutral or discontent
72341,content
70846,neutral or discontent
115323,content
32108,neutral or discontent
111386,content
52629,neutral or discontent
13652,neutral or discontent
110975,neutral or discontent
103109,content
29900,neutral or discontent
101817,neutral or discontent
120100,content
52598,content
44025,neutral or discontent
99078,content
55734,content
48778,content
103406,neutral or discontent
135,neutral or discontent
17432,content
72234,content
22527,content
61377,neutral or discontent
17730,neutral or discontent
2883,neutral or discontent
8286,neutral or discontent
59093,neutral or discontent
69701,content
32642,neutral or discontent
31232,neutral or discontent
22147,neutral or discontent
13716,content
61879,content
26818,content
94412,neutral or discontent
10037,neutral or discontent
71261,content
50604,neutral or discontent
28201,neutral or discontent
91949,neutral or discontent
66144,neutral or discontent
59544,content
47994,content
58675,neutral or discontent
53208,content
99837,content
4248,neutral or discontent
102340,neutral or discontent
12072,neutral or discontent
21234,neutral or discontent
90079,content
16105,neutral or discontent
128269,neutral or discontent
113377,neutral or discontent
81225,content
4800,neutral or discontent
10021,neutral or discontent
107017,content
120329,neutral or discontent
70058,neutral or discontent
124034,neutral or discontent
77096,content
87897,neutral or discontent
32248,content
51042,neutral or discontent
16595,content
113927,content
21931,neutral or discontent
94158,content
106282,neutral or discontent
17356,neutral or discontent
22146,content
81404,neutral or discontent
88626,neutral or discontent
75850,neutral or discontent
64677,content
43608,neutral or discontent
5652,content
89866,content
96730,neutral or discontent
51619,neutral or discontent
24124,neutral or discontent
60497,content
92961,neutral or discontent
100835,content
59056,neutral or discontent
55953,content
37189,content
9958,neutral or discontent
91372,neutral or discontent
98079,neutral or discontent
125534,content
77572,neutral or discontent
100517,content
14011,neutral or discontent
50259,neutral or discontent
15825,neutral or discontent
41178,neutral or discontent
15146,neutral or discontent
125633,content
34173,neutral or discontent
37357,content
4620,neutral or discontent
100252,content
3076,content
43752,content
69683,content
85830,neutral or discontent
4602,content
26717,neutral or discontent
20540,neutral or discontent
55404,content
56042,neutral or discontent
109100,neutral or discontent
77276,content
32876,neutral or discontent
27398,content
25616,neutral or discontent
45119,neutral or discontent
87881,neutral or discontent
30790,neutral or discontent
88634,neutral or discontent
89521,neutral or discontent
56375,neutral or discontent
104954,neutral or discontent
89518,neutral or discontent
28943,content
30202,content
111474,neutral or discontent
29335,neutral or discontent
105512,content
37649,neutral or discontent
91334,neutral or discontent
59034,content
98748,neutral or discontent
111172,neutral or discontent
82372,neutral or discontent
2670,neutral or discontent
110451,neutral or discontent
71345,neutral or discontent
125679,neutral or discontent
69275,neutral or discontent
114632,content
64946,neutral or discontent
97599,neutral or discontent
41387,neutral or discontent
31711,neutral or discontent
101242,neutral or discontent
27789,neutral or discontent
45411,content
97486,neutral or discontent
28816,content
108900,content
83805,content
21831,neutral or discontent
58004,content
126550,neutral or discontent
128502,neutral or discontent
64049,content
71342,neutral or discontent
43846,content
64144,neutral or discontent
67178,neutral or discontent
41284,neutral or discontent
113497,content
71967,neutral or discontent
61896,neutral or discontent
68313,content
3326,content
59068,content
61979,neutral or discontent
22190,content
76493,content
56067,neutral or discontent
78592,content
106430,content
85058,neutral or discontent
34077,content
61612,neutral or discontent
49734,neutral or discontent
12775,neutral or discontent
14565,neutral or discontent
74353,content
39575,content
88633,neutral or discontent
28323,neutral or discontent
37106,content
917,content
11170,neutral or discontent
113249,neutral or discontent
3983,neutral or discontent
56864,content
120620,neutral or discontent
128134,content
64890,neutral or discontent
24485,neutral or discontent
103632,neutral or discontent
23911,neutral or discontent
5847,content
95341,neutral or discontent
92042,neutral or discontent
49268,neutral or discontent
28477,neutral or discontent
117057,content
106829,neutral or discontent
98054,neutral or discontent
104796,neutral or discontent
80462,content
57504,neutral or discontent
54505,neutral or discontent
8921,neutral or discontent
111738,content
110902,neutral or discontent
51592,neutral or discontent
103095,neutral or discontent
42335,neutral or discontent
18526,neutral or discontent
51379,neutral or discontent
106850,neutral or discontent
39478,neutral or discontent
94305,content
59706,neutral or discontent
12883,content
40410,content
81230,content
17844,content
61987,content
48586,neutral or discontent
69935,content
114974,content
123886,neutral or discontent
102875,neutral or discontent
55049,content
69832,content
114318,neutral or discontent
16546,neutral or discontent
55251,neutral or discontent
56875,content
105676,content
14702,neutral or discontent
40847,neutral or discontent
39059,content
8658,content
